time,open,high,low,close,EMA,EMA,Volume
1742271000,3011.585,3012.11,3011.43,3012.04,3010.635883738369,3011.706843985552,279
1742271300,3011.975,3012.915,3011.465,3012.775,3010.830348853063,3011.9204751884417,392
1742271600,3012.785,3013.65,3012.76,3012.955,3011.0234989573296,3012.127380150753,440
1742271900,3012.97,3013.8,3012.97,3013.685,3011.2654535975726,3012.4389041206027,476
1742272200,3013.61,3014.63,3013.61,3014.47,3011.556775997793,3012.845123296482,398
1742272500,3014.48,3015.17,3014.25,3014.57,3011.830705452539,3013.1900986371857,541
1742272800,3014.6,3014.61,3013.085,3014.155,3012.042004956854,3013.3830789097487,846
1742273100,3014.12,3015.44,3013.935,3014.99,3012.3100045062306,3013.704463127799,646
1742273400,3014.975,3017.2,3014.815,3015.375,3012.5886404602097,3014.038570502239,1031
1742273700,3015.385,3015.975,3014.47,3014.47,3012.759673145645,3014.124856401791,476
1742274000,3014.465,3014.85,3013.395,3013.395,3012.8174301324048,3013.978885121433,769
1742274300,3013.37,3013.37,3011.625,3012.07,3012.7494819385497,3013.5971080971462,809
1742274600,3012.065,3012.29,3011.635,3011.95,3012.676801762318,3013.267686477717,367
1742274900,3011.97,3012.12,3009.525,3009.66,3012.4025470566526,3012.5461491821734,923
1742275200,3009.7,3010.415,3007.31,3007.34,3011.9423155060476,3011.504919345739,1343
1742275500,3007.345,3008.215,3006.145,3007.485,3011.537105005498,3010.700935476591,1246
1742275800,3007.49,3012.095,3006.92,3012.095,3011.5878227322705,3010.9797483812727,1827
1742276100,3012.09,3012.675,3010.855,3011.01,3011.535293392973,3010.985798705018,867
1742276400,3011,3013.655,3010.6,3013.53,3011.716630357248,3011.4946389640145,655
1742276700,3013.47,3014.215,3012.545,3012.775,3011.8128457793164,3011.7507111712116,745
1742277000,3012.8,3013.485,3012.12,3012.575,3011.8821325266513,3011.915568936969,819
1742277300,3012.56,3013.05,3011.48,3011.96,3011.8892113878646,3011.9244551495754,967
1742277600,3012.02,3015.945,3011.245,3015.945,3012.2579194435134,3012.7285641196604,1342
1742277900,3015.87,3017.315,3014.595,3016.505,3012.644017675921,3013.4838512957285,1156
1742278200,3016.425,3017.03,3015.11,3015.355,3012.8904706144735,3013.858081036583,1061
1742278500,3015.38,3016.3,3014.235,3014.275,3013.0163369222487,3013.9414648292664,1001
1742278800,3014.28,3014.455,3010.91,3011.59,3012.886669929317,3013.471171863413,1360
1742279100,3011.58,3012.185,3010.67,3011.895,3012.796518117561,3013.1559374907306,1091
1742279400,3011.91,3013.255,3011.735,3012.585,3012.7772891977825,3013.0417499925843,934
1742279700,3012.545,3013.835,3012.37,3013.275,3012.822535634348,3013.0883999940675,553
1742280000,3013.33,3013.81,3012.97,3013.735,3012.905486940316,3013.217719995254,464
1742280300,3013.65,3016.975,3013.62,3016.82,3013.261351763924,3013.938175996203,1335
1742280600,3016.855,3017.895,3015.745,3017.305,3013.6289561490216,3014.6115407969623,1424
1742280900,3017.315,3017.315,3015.22,3015.86,3013.8317783172924,3014.86123263757,1300
1742281200,3015.87,3016.335,3014.59,3015.29,3013.964343924811,3014.946986110056,1546
1742281500,3015.295,3017.02,3015.29,3016.2,3014.167585386192,3015.1975888880447,735
1742281800,3016.205,3018.765,3016.095,3018.38,3014.5505321692654,3015.8340711104356,1338
1742282100,3018.325,3019,3017.19,3018.53,3014.9123019720596,3016.3732568883484,871
1742282400,3018.555,3018.57,3015.57,3015.645,3014.9789108836903,3016.2276055106786,1475
1742282700,3015.705,3017.03,3014.92,3016.94,3015.1571917124456,3016.370084408543,1121
1742283000,3016.915,3018.57,3016.485,3017.07,3015.3310833749506,3016.5100675268345,1232
1742283300,3017.095,3018.19,3016.975,3018.08,3015.5809848863187,3016.8240540214674,1076
1742283600,3018.075,3018.65,3017.07,3018.07,3015.8072589875624,3017.073243217174,846
1742283900,3018.065,3018.075,3016.455,3016.505,3015.870689988693,3016.959594573739,819
1742284200,3016.54,3017.3,3015.385,3015.685,3015.85380908063,3016.704675658991,961
1742284500,3015.675,3017.14,3015.675,3016.63,3015.9243718914818,3016.689740527193,840
1742284800,3016.655,3018.75,3016.485,3018.575,3016.1653380831654,3017.066792421754,1514
1742285100,3018.57,3019.785,3018.485,3019.13,3016.4348528028777,3017.4794339374034,2049
1742285400,3019.135,3019.835,3018.65,3019.795,3016.740320729889,3017.9425471499226,1594
1742285700,3019.79,3020.985,3019.685,3020.45,3017.077564299899,3018.444037719938,868
1742286000,3020.37,3022.58,3020.125,3022.06,3017.5305129999083,3019.1672301759504,1616
1742286300,3022.055,3025.57,3022.01,3024.51,3018.1650118180983,3020.23578414076,1579
